actual,predicted
"j.k. rowlings new novel, ""the casual vacancy,"" is authors first book aimed at adults. plot examines social tensions and class divisions in english village. simon hooper  britain feels like country in midst of low intensity class war. rowling is aware class is subject that will shift copies in droves, he adds. ","time  we read 'the casual vacancy,' heres what we think  at the heart of the british class structure still sits the english public school, the best known archetype of which is now probably rowlings own hogwarts    a place of arcane rituals and latin lessons, bunk bedded boarding houses and gothic grandeur.""  still, rowling clearly has an authorial eye for the preoccupations of her middle brow audience"
"j. peter pham  boko haram makes significant territorial strides. its attacks show growing military sophistication, he says. ","this is despite the fact that over the course of recent months, boko haram has proven itself to be as much of a threat to international peace and security as the so called islamic state of iraq and syria, which has received so much attention.the blasts, which killed three people besides the bombers and injured   more, came just a day after another bomb, strapped to a girl described by witnesses as about   years old, exploded in a busy market in the city of maiduguri, killing at least   people"
saatchi gallery has teamed up with google plus for the first gif art award. the motion photography prize went to brooklyn artist christina rinaldi. artists are increasingly looking to gifs as bona fide channels for self expression. ,"they gathered a roster of impressive judges, such as film director baz luhrmann, artists shezad dawood, tracey emin and cindy sherman, and saatchi gallery ceo nigel hurst, for the motion photography prize, the first global competition for artists working with animated gifs"
"senate intelligence committee releases report on cia torture. patrick eddington  cia violated american . and international law. mass surveillance, torture are hallmarks of totalitarian governments, he says. ","'""  the committee report summary also confirms what many have long believed    that the torture program produced no actionable intelligence and did not to thwart al qaedas global activities"
"digital game distribution continues to grow, thanks to new titles and smartphone apps. ""gemini rue"" is a sci fi point and click adventure set in a dystopian future. with its bosses to battle and its puzzles, ""bionic commando rearmed  "" is old school fun. ","""bionic commando rearmed  ""  playstation network/xbox live arcade   this game picks up where the last downloadable mix of combat and grappling arm powered action  and   nes game  left off, adding a jump button, items to equip  love the grenade launcher   and enhanced graphics"
"uefa has opened disciplinary action against lazio. move comes following lazios goalless draw at tottenham. italian club could be hit with   ,  fine. bulgarian side levski sofia hit with   ,  fine. ","the statement read  ""we have  been made aware of racist tweets targeted at mikel which are totally unacceptable, disgusting and abhorrent"
"louisiana has been mostly spared since oil rig exploded and sank off southeast coast. bp hit with  ,  claims for lost income and damages;   paid, to tune of   .  million. concert sunday to benefit south louisiana fishermen and wetlands restoration. ","david nagel, executive vice president of bp america, said the blowout preventer may be working better than some people believe, limiting the gusher to  ,  barrels of oil a day.but that plan was thwarted saturday after ice like hydrate crystals formed when gas combined with water blocked the top of the dome and made it buoyant.""  she said booms were being moved toward grand isle in anticipation of oil reaching the area soon.further east, scientists were analyzing tar balls found on a beach on dauphin island, alabama, to determine whether they were caused by the oil spill, coast guard spokesman erik swanson said"
" ,  congolese have fled into uganda in past two days, united nations . says. refugees report massacres, atrocities in their villages by rebels. neighboring uganda now hosts some  ,  refugees from countries in the region. ","another villager said rebels who attacked his village ""killed all the women, even pregnant women,"" the united nations"
"president speaks to nbc for nearly   minutes. interview covers subjects like taxes, security at foreign embassies, gun control. obama plans to introduce immigration legislation in next year. he thinks chuck hagel would be qualified to be next secretary of defense. ","she was heavily criticized for those statements, to the point that she withdrew her name from consideration as the next secretary of state to avoid what she called a ""lengthy, disruptive, and costly"" confirmation process.obama said december   that a task force led by vice president joe biden will have legislative recommendations in january.ambassador susan rice  the president said verbal attacks on rice for her comments on the benghazi investigation were ""puzzling"
"the remains of victims of flight mh  have been flown back to the netherlands. dozens of bodies collected from the crash site have been taken to kharkiv in the ukraine. dutch experts will use dna, dental records and fingerprints to identify the victims. the identification process can be lengthy but is aimed at giving families closure. ","""every case is unique, [but] you want to get the victim back.""you do not  know which nationality each body is,"" explains jos van roo of ltfo.van roo says great care has and will continue to be taken over the bodies, out of respect for the victims and to avoid any further distress to their families"
new  tsa backs officers who made passenger remove nipple rings. new  agency acknowledges that procedures need to be changed. agent using handheld metal detector at lubbock airport found piercings. woman says she heard male agents snicker as she removed rings. ,"hamlin said she also has navel and ear piercings and has never set off a metal detector or been singled out for additional screening at an airport.she was told, however, she would not be allowed to fly unless she removed them.""  she eventually was taken to a private area behind a curtain to remove the piercings, allred said"
"mccain  referred to a military presence like american . has in japan, germany, south korea. ""it is  not a matter of how long we are  in iraq, it is  if we succeed or not,"" mccain said. sen. hillary clinton  ""i want them home within   days of my becoming president"". ","""  the remaining democratic contenders for the white house seized on the statement"
"video shows ambulance rushing the pop star to the hospital. crowds gather at the hospital where jackson was rushed. a.j. hammer  this ""is big as it gets""; rev. al sharpton  he was ""a trailblazer"". motown founder berry gordy jr. says hes ""numbed and shocked"" at the news. ",
"new  the downed plane had video and data recording devices, a ntsb official says. new  some of the data was transmitted, and several memory cards have been found. new  the pilot did not send a ""mayday"" call, as had previously been reported. more of the   people killed in fridays crash were identified sunday. ","two patients    a male and a female    died, the hospital said friday.""the severity of this accident was the worst i have  seen since i have  been at renown,"" morkin, a   year veteran at the hospital, said.also identified sunday were george and wendy hewitt, members of cascade eaa warbirds squadron"
cristiano ronaldo has urged his real madrid teammates to carry their recent impressive form into the new year. real madrid cut the lead of defending champions barcelona to two points after a     thrashing of real zaragoza.. coach manuel pellegrini also paid tribute to barcelonas amazing   months following their victory in the club world cup. ,"""i am  working well and i want to carry on this way until the end of the season"
"the ukraine conflict started with a dispute over a trade deal. that ballooned into protests, then russia stepped in. looking forward, an outright invasion seems unlikely, analysts say. it wo not  be easy to unravel the complex political and economic forces tugging at ukraine. ","putin will slow the flow of crucial natural gas and goods into ukraine, putting further pressure on kievs economy and war fighting ability.and what will it take to end this  ukraine is a linchpin of putins plans for russia, whether it is  reassembling a historical empire or shoring up the russian economy, conley says"
"man passed classified documents to foes of philippines president. leandro aragoncillo is ex marine, former aide to two american . vice presidents. conspiracy to transmit national defense information could have brought   years. second man sentenced tuesday to six years in same conspiracy. ","""  michael ray aquino, a co conspirator, was sentenced by walls on tuesday to six years in prison"
liberal democratic party has been on top for almost five decades. voters disgruntled with slow progress on economic recovery. democratic party of japan set for its first majority. dpjs yukio hatoyama has obama style message of change. ,that message is gaining traction in a country that is witnessing historic highs in unemployment and experiencing ramifications like homelessness for the first time
"no major news organization showed the conclusion of the isis steven sotloff video. some viewers, readers and journalists have deplored decisions to show snippets of it. ""one should not empower isis by publishing their pr materials,"" a journalist tweets. not showing the video at all, however, risks sanitizing the grim reality of the world. ","""no way to avoid leading the show with isis butchery and yet, maddeningly, that also seems like what isis wants,"" chris hayes wrote on twitter before his   p"
"a car bomb has killed one of israels most prominent crime bosses, police say. police sources say yaakov alperon was killed instantly. explosive device was apparently detonated by remote control in tel aviv. ",
hezbollah member escaped from egyptian prison. he makes surprise appearance in beirut. ,
"jessica heeringa was lone clerk at gas station. she last served customer at     p.m. friday, police say. station was reported empty at     p.m.. ""something very bad happened,"" police chief tells tv station. ","heeringa last served a customer about     p.""we have  got a team of detectives and investigators on staff all day and night to track down those leads,"" shaw told wood"
"evergreen produce issues a voluntary recall of alfalfa and spicy sprouts. the move comes days after warnings from federal health authorities. according to the cdc, there are   cases in   states tied to the sprouts. ","cnn     a potential salmonella outbreak has prompted a multi state recall of sprouts, an idaho food company announced friday"
arsenal came back from two goals down to claim a     victory over bolton at the emirates stadium which saw go top of the premier league.. liverpool produced a defiant performance to help ease the pressure on rafael benitez with a     victory over tottenham hotspur.. aston villa beat blackburn rovers     in a thrilling english league cup semifinal second leg tie to go through     on aggregate.. ,arsenal scored their fourth    and the goal required to send them top of the table    in the  th minute when eduardo slipped in arshavin and the russian made no mistake to fire the ball past jaaskelainen
"every company has an emotional motivation, or hidden agenda, says kevin allen. he believes tapping into the hidden agenda is key to getting your dream job. share your  are al ambition' to connect with potential employers. when applying for a job, show that you connect with the companys core beliefs. ","and as was the case with mastercard, your core will be seen as something the company needs    the ""answer to their prayers"" and a means by which you can help them.ignite with your core  your core is what makes you stand out from the pack.in addition to understanding the companys hidden agenda, study the person who will be interviewing you to determine their hidden agenda"
residents of tacloban returning to home to check for damage. town relatively american cathed by typhoon hagupit which made landfall saturday. tacloban was all but destroyed by super typhoon haiyan last year. survivors feared all their efforts to rebuild would be destroyed. ,"asked if she would  consider one of the new houses the local government pledged to build in the wake of haiyan, she was emphatic  ""we no longer have a home here.though the storm was nowhere near as powerful as last years, authorities took no chances and were prepared for what was to come"
"australia returns lost art treasures to india, including shiva nataraja. australian galleries bought the artworks from a dealer whos awaiting trial. subhash kapoor is facing trial on theft related charges. modi conveys ""deep sense of gratitude"" from indian people. ","billion people of india for the efforts he has made to bring with him two ancient statues that were stolen from india,"" modi said"
"somali pirates accounted for   percent of all attacks this year. most of them took place off east coast of somalia and in gulf of aden. somali pirates are still holding four ships for ransom. other trouble spots were waters off nigeria, malaysia and bangladesh. ","piracy accelerated after the fall of the somali government in the early  s and began to flourish after shipping companies started paying ransoms.that cargo is an easy target for robbers in countries that lack the resources to secure their shorelines, such as somalia"
